att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,class
0.574468,44,0.097274,0.12,0.488694,0.12,0.003467,0.15,0.422915,0.13,0.414912,1
0.595745,36,0.093821,0.08,0.49152,0.14,0.003467,0.03,0.422915,0.07,0.414912,1
0.617021,5,0.097274,0.02,0.481107,0.07,0.003467,0.04,0.422915,0.11,0.414912,1
0.638298,1,0.089708,0,0.474561,0.03,0.003467,0.01,0.422915,0.14,0.414912,1
0.659574,14,0.089708,0.09,0.478727,0.12,0.003467,0.14,0.422915,0.09,0.414912,1
0.680851,31,0.093821,0.04,0.476644,0.07,0.003467,0.01,0.422915,0.04,0.414912,1
0.702128,14,0.097274,0.04,0.482446,0.01,0.003467,0.04,0.422915,0,0.414912,1
0.723404,20,0.089258,0.13,0.479024,0.09,0.003467,0.15,0.422915,0.08,0.414912,1
0.744681,28,0.10541,0.03,0.506694,0.11,0.003467,0.13,0.422915,0.04,0.414912,1
0.765957,49,0.097274,0.03,0.55296,0.08,0.003467,0,0.422915,0.05,0.414912,1
0.787234,22,0.083193,0.08,0.546117,0.12,0.003467,0.07,0.422915,0.06,0.414912,1
0.808511,32,0.074517,0.12,0.499256,0.03,0.003467,0,0.422915,0,0.414912,0
0.829787,34,0.056263,0.12,0.467718,0,0.003467,0.02,0.422915,0.01,0.414912,0
0.851064,8,0.074517,0.11,0.44094,0,0.003467,0.02,0.422915,0.1,0.414912,0
0.87234,36,0.056263,0.08,0.41446,0.15,0.003467,0.05,0.422915,0.06,0.414912,0
0.893617,25,0.056263,0.1,0.373847,0.15,0.003467,0,0.422915,0.04,0.414912,0
0.914894,45,0.046265,0.12,0.329813,0.11,0.003467,0.03,0.422915,0.13,0.414912,0
0.93617,13,0.056263,0.06,0.381583,0.1,0.003467,0.07,0.422915,0.08,0.414912,0
0.957447,30,0.074517,0.15,0.415055,0.03,0.003467,0,0.422915,0.02,0.414912,0
0.978723,48,0.074517,0.01,0.44332,0.04,0.003467,0.14,0.422915,0.1,0.414912,0
1,36,0.082022,0,0.447486,0.04,0.003467,0.03,0.422915,0.1,0.414912,1
0,49,0.074517,0,0.439453,0.08,0.003467,0.08,0.422915,0.13,0.414912,0
0.021277,11,0.075057,0.1,0.421898,0.06,0.003467,0.13,0.422915,0.11,0.414912,0
0.042553,21,0.074517,0.01,0.397947,0.09,0.003467,0.12,0.422915,0.05,0.414912,0
0.06383,28,0.063558,0.07,0.332788,0.12,0.003467,0.09,0.422915,0.09,0.414912,0
0.085106,34,0.061817,0.07,0.276406,0.03,0.003467,0.07,0.422915,0.04,0.414912,0
0.106383,44,0.061817,0.04,0.237429,0.01,0.003467,0.13,0.422915,0.02,0.414912,0
0.12766,20,0.054912,0.09,0.193246,0.08,0.003467,0.15,0.422915,0.13,0.414912,0
0.148936,19,0.044644,0.07,0.170187,0.05,0.003467,0.1,0.422915,0.04,0.414912,0
0.170213,33,0.044644,0.07,0.15665,0.03,0.003467,0.07,0.422915,0.13,0.414912,0
0.191489,11,0.061637,0.11,0.153972,0.06,0.003467,0.03,0.422915,0.14,0.414912,0
0.212766,19,0.061817,0.08,0.175692,0.03,0.003467,0.01,0.422915,0.06,0.414912,0
0.234043,29,0.061817,0.02,0.21571,0.04,0.003467,0.09,0.422915,0.15,0.414912,0
0.255319,28,0.07932,0.14,0.308539,0.08,0.003467,0.07,0.422915,0.02,0.414912,1
0.276596,6,0.075057,0.05,0.405237,0.01,0.003467,0.01,0.422915,0.09,0.414912,0
0.297872,12,0.061637,0.03,0.391699,0.05,0.003467,0.13,0.422915,0.14,0.414912,0
0.319149,12,0.056263,0.05,0.442428,0.05,0.003467,0.06,0.422915,0.02,0.414912,0
0.340426,25,0.056263,0.14,0.469652,0.02,0.003467,0.12,0.422915,0.11,0.414912,0
0.361702,40,0.056263,0.11,0.484082,0.14,0.003467,0.12,0.422915,0.05,0.414912,0
0.382979,27,0.077789,0.15,0.533323,0.05,0.003467,0.15,0.422915,0.01,0.414912,1
0.404255,12,0.089258,0.02,0.556233,0,0.003467,0.12,0.422915,0.08,0.414912,1
0.425532,33,0.07932,0.11,0.544332,0.05,0.003467,0.03,0.422915,0.05,0.414912,1
0.446809,27,0.063408,0.09,0.53615,0,0.003467,0.01,0.422915,0.03,0.414912,0
0.468085,27,0.07932,0.06,0.526927,0.05,0.003467,0.15,0.422915,0.14,0.414912,1
0.489362,32,0.061637,0.15,0.520381,0.03,0.003467,0.05,0.422915,0.07,0.414912,0
0.510638,22,0.061637,0.12,0.520083,0.03,0.003467,0.11,0.422915,0.14,0.414912,0
0.531915,49,0.061637,0.06,0.516215,0.12,0.003467,0.15,0.422915,0.13,0.414912,0
0.553191,13,0.088387,0.14,0.525141,0.1,0.003467,0.1,0.422915,0.12,0.414912,1
0.574468,30,0.07932,0.07,0.522464,0.04,0.003467,0.01,0.422915,0.11,0.414912,1
0.595745,41,0.07932,0.14,0.518001,0.02,0.003467,0.14,0.422915,0.12,0.414912,1
0.617021,10,0.061637,0.07,0.518893,0.15,0.003467,0.13,0.422915,0.12,0.414912,0
0.638298,27,0.082022,0.04,0.506546,0.11,0.003467,0.03,0.422915,0.12,0.414912,1
0.659574,50,0.07932,0.14,0.508926,0.15,0.003467,0.09,0.422915,0.15,0.414912,1
0.680851,13,0.088387,0.01,0.515025,0.05,0.003467,0.05,0.422915,0.1,0.414912,1
0.702128,35,0.088387,0.04,0.50967,0.12,0.003467,0.1,0.422915,0.12,0.414912,1
0.723404,44,0.07932,0.13,0.502827,0.08,0.003467,0.05,0.422915,0.11,0.414912,1
0.744681,16,0.088387,0.11,0.51681,0.14,0.003467,0.09,0.422915,0.14,0.414912,1
0.765957,10,0.07932,0.15,0.558911,0.12,0.003467,0.14,0.422915,0.06,0.414912,1
0.787234,5,0.061757,0.02,0.554299,0.08,0.003467,0.02,0.422915,0,0.414912,0
0.808511,45,0.056263,0.12,0.513091,0.06,0.003467,0.14,0.422915,0.09,0.414912,0
0.829787,45,0.046866,0.07,0.462214,0.04,0.003467,0.15,0.422915,0.03,0.414912,0
0.851064,20,0.056263,0.06,0.451056,0.09,0.003467,0.07,0.422915,0.13,0.414912,0
0.87234,8,0.054912,0.04,0.423088,0.04,0.003467,0.08,0.422915,0.12,0.414912,0
0.893617,9,0.046385,0.08,0.377269,0.13,0.003467,0.15,0.422915,0.07,0.414912,0
0.914894,4,0.046265,0.1,0.344987,0.04,0.003467,0,0.422915,0.08,0.414912,0
0.93617,6,0.059505,0.14,0.397501,0,0.003467,0,0.422915,0.09,0.414912,0
0.957447,0,0.061637,0.05,0.421452,0.05,0.003467,0.09,0.422915,0.01,0.414912,0
0.978723,47,0.061727,0.13,0.445849,0.06,0.003467,0,0.422915,0.07,0.414912,0
1,30,0.057344,0.1,0.44213,0.05,0.003467,0.05,0.422915,0.13,0.414912,0
0,15,0.056263,0.08,0.437221,0.08,0.003467,0.01,0.422915,0.02,0.414912,0
0.021277,23,0.056263,0,0.41684,0.05,0.003467,0.14,0.422915,0.05,0.414912,0
0.042553,13,0.054912,0,0.391996,0.03,0.003467,0,0.422915,0.13,0.414912,0
0.06383,24,0.046265,0.07,0.322077,0.1,0.003467,0.05,0.422915,0.13,0.414912,0
0.085106,28,0.045845,0.14,0.272835,0.15,0.003467,0.05,0.422915,0,0.414912,0
0.106383,24,0.046866,0.03,0.230884,0.02,0.003467,0.01,0.422915,0.13,0.414912,0
0.12766,37,0.045425,0.02,0.189229,0.04,0.003467,0.08,0.422915,0.09,0.414912,0
0.148936,13,0.044524,0.14,0.163939,0.07,0.003467,0.15,0.422915,0.06,0.414912,0
0.170213,46,0.041371,0.08,0.155608,0,0.003467,0.06,0.422915,0.02,0.414912,0
0.191489,30,0.041341,0.07,0.156947,0.09,0.003467,0.08,0.422915,0.04,0.414912,0
0.212766,40,0.043863,0.1,0.17465,0.13,0.003467,0.1,0.422915,0.02,0.414912,0
0.234043,17,0.051669,0.01,0.216007,0.09,0.003467,0.1,0.422915,0.07,0.414912,0
0.255319,15,0.073706,0.08,0.30482,0.1,0.003467,0.07,0.422915,0.03,0.414912,1
0.276596,33,0.054912,0.13,0.404939,0.04,0.003467,0.02,0.422915,0.13,0.414912,0
0.297872,18,0.043563,0.11,0.391104,0.01,0.003467,0.02,0.422915,0.1,0.414912,0
0.319149,20,0.054912,0.05,0.436626,0.09,0.003467,0.11,0.422915,0.14,0.414912,0
0.340426,34,0.046866,0.12,0.463999,0.09,0.003467,0.07,0.422915,0.15,0.414912,0
0.361702,32,0.054912,0.05,0.471883,0.12,0.003467,0.13,0.422915,0.02,0.414912,0
0.382979,39,0.054912,0,0.50848,0.02,0.003467,0.14,0.422915,0.08,0.414912,0
0.404255,24,0.054912,0.15,0.529753,0.11,0.003467,0.12,0.422915,0.02,0.414912,0
0.425532,22,0.054912,0.05,0.526927,0.1,0.003467,0.11,0.422915,0.01,0.414912,0
0.446809,46,0.056263,0.05,0.514579,0.01,0.003467,0.14,0.422915,0.07,0.414912,0
0.468085,10,0.046866,0.1,0.506099,0,0.003467,0.06,0.422915,0.03,0.414912,0
0.489362,23,0.046866,0.1,0.500298,0.09,0.003467,0.06,0.422915,0,0.414912,0
0.510638,48,0.046866,0.13,0.490628,0.11,0.003467,0.09,0.422915,0.08,0.414912,0
0.531915,44,0.054912,0.09,0.486314,0.13,0.003467,0.14,0.422915,0.14,0.414912,0
0.553191,39,0.054912,0.12,0.489884,0.01,0.003467,0.02,0.422915,0.08,0.414912,0
0.574468,48,0.054912,0.03,0.487652,0.15,0.003467,0.1,0.422915,0.02,0.414912,0
0.595745,1,0.046866,0.15,0.481553,0.11,0.003467,0.08,0.422915,0.01,0.414912,0
0.617021,36,0.054912,0,0.470396,0.04,0.003467,0.04,0.422915,0.13,0.414912,0
0.638298,45,0.045425,0.02,0.454478,0.05,0.003467,0.05,0.422915,0.06,0.414912,0
0.659574,32,0.054912,0.1,0.469206,0.05,0.003467,0.1,0.422915,0.12,0.414912,0
0.680851,5,0.046866,0.06,0.469801,0.03,0.003467,0.1,0.422915,0.15,0.414912,0
0.702128,38,0.046866,0.14,0.471586,0.02,0.003467,0,0.422915,0.06,0.414912,0
0.723404,43,0.045425,0.02,0.466974,0.06,0.003467,0.08,0.422915,0.04,0.414912,0
0.744681,45,0.056263,0.08,0.489735,0.12,0.003467,0.03,0.422915,0.1,0.414912,1
0.765957,38,0.046866,0.04,0.526183,0.04,0.003467,0.01,0.422915,0.13,0.414912,0
0.787234,30,0.046866,0.11,0.518298,0.15,0.003467,0.05,0.422915,0.07,0.414912,0
0.808511,3,0.046866,0,0.475602,0.12,0.003467,0.01,0.422915,0.1,0.414912,0
0.829787,39,0.045425,0.06,0.437965,0.07,0.003467,0.15,0.422915,0.04,0.414912,0
0.851064,27,0.046866,0,0.416989,0.03,0.003467,0.06,0.422915,0.02,0.414912,0
0.87234,38,0.046866,0.02,0.400774,0.09,0.003467,0.08,0.422915,0.08,0.414912,0
0.893617,2,0.043863,0.13,0.367748,0.07,0.003467,0,0.422915,0.07,0.414912,0
0.914894,41,0.043863,0.09,0.326688,0.04,0.003467,0.04,0.422915,0.15,0.414912,0
0.93617,26,0.054912,0.12,0.376971,0.1,0.003467,0.11,0.422915,0.06,0.414912,1
0.957447,35,0.047076,0.03,0.406427,0.07,0.003467,0.08,0.422915,0.05,0.414912,0
0.978723,5,0.056263,0.12,0.432014,0.08,0.003467,0.13,0.422915,0.14,0.414912,1
1,36,0.054912,0.04,0.429039,0.01,0.003467,0.02,0.422915,0.11,0.414912,1
0,36,0.054912,0.08,0.423386,0.14,0.003467,0.01,0.422915,0.07,0.414912,1
0.021277,47,0.054912,0.03,0.400625,0.13,0.003467,0.11,0.422915,0.03,0.414912,1
0.042553,3,0.046866,0.02,0.37593,0.06,0.003467,0.08,0.422915,0.1,0.414912,0
0.06383,29,0.043863,0.11,0.318209,0.12,0.003467,0.09,0.422915,0.06,0.414912,0
0.085106,37,0.043863,0.02,0.257364,0.06,0.003467,0.06,0.422915,0.02,0.414912,0
0.106383,45,0.043863,0.08,0.213627,0.14,0.003467,0.13,0.422915,0.13,0.414912,0
0.12766,43,0.043863,0.05,0.17837,0.15,0.003467,0.11,0.422915,0.07,0.414912,0
0.148936,36,0.042092,0.05,0.152336,0.02,0.003467,0.12,0.422915,0,0.414912,0
0.170213,38,0.040381,0.13,0.1385,0.05,0.003467,0.1,0.422915,0.06,0.414912,0
0.191489,13,0.040381,0.15,0.140137,0,0.003467,0.13,0.422915,0.14,0.414912,0
0.212766,13,0.041582,0.1,0.163939,0.11,0.003467,0.09,0.422915,0.1,0.414912,0
0.234043,35,0.043713,0.04,0.20723,0.12,0.003467,0.13,0.422915,0.15,0.414912,0
0.255319,2,0.046866,0.11,0.293811,0.12,0.003467,0.1,0.422915,0.03,0.414912,0
0.276596,35,0.046866,0.03,0.388872,0.02,0.003467,0.07,0.422915,0.13,0.414912,0
0.297872,49,0.043713,0.07,0.382773,0.08,0.003467,0.09,0.422915,0.02,0.414912,0
0.319149,5,0.046866,0,0.434395,0.03,0.003467,0.04,0.422915,0.1,0.414912,0
0.340426,28,0.046866,0.15,0.461172,0,0.003467,0.01,0.422915,0.13,0.414912,0
0.361702,21,0.046866,0.09,0.475751,0.02,0.003467,0.13,0.422915,0.07,0.414912,0
0.382979,31,0.046866,0.08,0.522464,0.04,0.003467,0.04,0.422915,0.07,0.414912,0
0.404255,21,0.046866,0.06,0.535257,0.08,0.003467,0.09,0.422915,0.12,0.414912,0
0.425532,8,0.046866,0.05,0.532431,0.05,0.003467,0.07,0.422915,0.07,0.414912,0
0.446809,37,0.046866,0.06,0.519935,0,0.003467,0.02,0.422915,0.12,0.414912,0
0.468085,23,0.046866,0.1,0.513538,0.13,0.003467,0.05,0.422915,0.05,0.414912,0
0.489362,38,0.046866,0.05,0.511901,0.04,0.003467,0.11,0.422915,0.09,0.414912,0
0.510638,40,0.046866,0.1,0.507736,0.09,0.003467,0.05,0.422915,0.05,0.414912,0
0.531915,13,0.046866,0.01,0.504314,0.13,0.003467,0,0.422915,0.09,0.414912,0
0.553191,40,0.046866,0.15,0.510414,0.11,0.003467,0.08,0.422915,0.08,0.414912,0
0.574468,9,0.046866,0.11,0.513984,0.15,0.003467,0.02,0.422915,0,0.414912,0
0.595745,31,0.046866,0.02,0.502827,0.13,0.003467,0.15,0.422915,0,0.414912,0
0.617021,36,0.046866,0.08,0.494049,0.1,0.003467,0.12,0.422915,0.14,0.414912,0
0.638298,28,0.046866,0,0.486314,0.12,0.003467,0.14,0.422915,0.02,0.414912,0
0.659574,13,0.046866,0.15,0.487652,0.03,0.003467,0.09,0.422915,0.01,0.414912,0
0.680851,20,0.046866,0.04,0.483636,0.14,0.003467,0.05,0.422915,0.13,0.414912,0
0.702128,27,0.046866,0.13,0.481702,0.02,0.003467,0.05,0.422915,0.15,0.414912,0
0.723404,45,0.043713,0.02,0.481702,0.03,0.003467,0.11,0.422915,0.08,0.414912,0
0.744681,41,0.046866,0.03,0.513686,0.04,0.003467,0.05,0.422915,0.12,0.414912,1
0.765957,24,0.046866,0.1,0.547754,0.07,0.003467,0.05,0.422915,0.09,0.414912,1
0.787234,15,0.043713,0.06,0.538679,0.02,0.003467,0.13,0.422915,0.11,0.414912,0
0.808511,16,0.041582,0.11,0.497173,0.09,0.003467,0.05,0.422915,0.07,0.414912,0
0.829787,22,0.041582,0.1,0.465933,0.08,0.003467,0.09,0.422915,0,0.414912,0
0.851064,15,0.046866,0.03,0.446445,0.01,0.003467,0.14,0.422915,0.04,0.414912,1
0.87234,32,0.043713,0.01,0.425617,0.05,0.003467,0.1,0.422915,0.09,0.414912,0
0.893617,16,0.041281,0.05,0.384261,0.01,0.003467,0.06,0.422915,0.15,0.414912,0
0.914894,37,0.041281,0.01,0.342755,0,0.003467,0.01,0.422915,0.14,0.414912,0
0.93617,38,0.046866,0.08,0.390211,0.1,0.003467,0.09,0.422915,0.07,0.414912,1
0.957447,10,0.043713,0.1,0.411336,0.04,0.003467,0.07,0.422915,0.14,0.414912,0
0.978723,49,0.046866,0.12,0.429337,0.04,0.003467,0.15,0.422915,0.14,0.414912,1
1,45,0.046866,0.11,0.425617,0,0.003467,0.12,0.422915,0.13,0.414912,1
0,35,0.046866,0.09,0.41684,0,0.003467,0.02,0.422915,0.07,0.414912,1
0.021277,15,0.046866,0.07,0.385451,0.1,0.003467,0.11,0.422915,0,0.414912,1
0.042553,21,0.043713,0.09,0.361202,0.08,0.003467,0.04,0.422915,0.06,0.414912,0
0.06383,7,0.041582,0.13,0.300357,0.15,0.003467,0.04,0.422915,0.11,0.414912,0
0.085106,48,0.041582,0.09,0.247694,0.09,0.003467,0.12,0.422915,0.15,0.414912,0
0.106383,15,0.041582,0,0.209164,0.07,0.003467,0.09,0.422915,0.11,0.414912,0
0.12766,50,0.040381,0.15,0.171526,0.02,0.003467,0.12,0.422915,0.13,0.414912,0
0.148936,26,0.041281,0.06,0.149212,0.08,0.003467,0.04,0.422915,0.06,0.414912,0
0.170213,0,0.062027,0.13,0.135971,0.11,0.003467,0.04,0.422915,0.08,0.414912,1
0.191489,22,0.062027,0.01,0.137013,0.11,0.003467,0.04,0.422915,0.13,0.414912,1
0.212766,1,0.06587,0.11,0.160815,0.1,0.003467,0.13,0.422915,0.14,0.414912,1
0.234043,27,0.062027,0.11,0.206486,0.04,0.003467,0.01,0.422915,0,0.414912,1
0.255319,44,0.062027,0.01,0.291729,0.07,0.003467,0.08,0.422915,0.11,0.414912,1
0.276596,33,0.047076,0.13,0.38188,0.01,0.003467,0.06,0.422915,0.11,0.414912,0
0.297872,49,0.049508,0.12,0.392145,0.09,0.003467,0.15,0.422915,0.1,0.414912,1
0.319149,47,0.047076,0.14,0.457156,0.06,0.003467,0.05,0.422915,0.07,0.414912,0
0.340426,46,0.046866,0.02,0.486611,0.05,0.003467,0.05,0.422915,0.05,0.414912,0
0.361702,49,0.047076,0.07,0.491818,0.04,0.003467,0.12,0.422915,0.05,0.414912,0
0.382979,36,0.049988,0,0.541952,0.12,0.003467,0.06,0.422915,0.03,0.414912,1
0.404255,5,0.049988,0.15,0.557423,0.12,0.003467,0.05,0.422915,0.14,0.414912,1
0.425532,33,0.093821,0.15,0.545076,0.09,0.003467,0.02,0.422915,0.06,0.414912,1
0.446809,32,0.101777,0.03,0.529009,0.13,0.003467,0.06,0.422915,0.09,0.414912,1
0.468085,20,0.049988,0.09,0.51443,0.14,0.003467,0.03,0.422915,0.15,0.414912,1
0.489362,29,0.093821,0.04,0.508331,0.08,0.003467,0.04,0.422915,0.13,0.414912,1
0.510638,19,0.093821,0.06,0.493454,0.14,0.003467,0.06,0.422915,0.08,0.414912,1
0.531915,8,0.093821,0.09,0.484231,0.04,0.003467,0.11,0.422915,0.1,0.414912,1
0.553191,5,0.093821,0,0.47828,0.06,0.003467,0.1,0.422915,0.04,0.414912,1
0.574468,46,0.049508,0.12,0.46623,0.12,0.003467,0.12,0.422915,0.11,0.414912,0
0.595745,44,0.047076,0.12,0.455965,0.05,0.003467,0.06,0.422915,0.06,0.414912,0
0.617021,15,0.047076,0.15,0.449569,0.1,0.003467,0.09,0.422915,0.02,0.414912,0
0.638298,8,0.047676,0.07,0.43737,0.01,0.003467,0.12,0.422915,0.14,0.414912,0
0.659574,20,0.049508,0.12,0.452544,0.01,0.003467,0.02,0.422915,0.06,0.414912,0
0.680851,0,0.049988,0.1,0.450312,0.05,0.003467,0.05,0.422915,0.09,0.414912,0
0.702128,20,0.047766,0.11,0.455668,0.06,0.003467,0.03,0.422915,0.14,0.414912,0
0.723404,10,0.093821,0.09,0.464891,0.15,0.003467,0.1,0.422915,0.02,0.414912,1
0.744681,37,0.099045,0.04,0.498512,0.12,0.003467,0.08,0.422915,0.11,0.414912,1
0.765957,48,0.049778,0.02,0.540018,0,0.003467,0.07,0.422915,0,0.414912,0
0.787234,32,0.049508,0.01,0.53258,0.13,0.003467,0.11,0.422915,0.13,0.414912,0
0.808511,46,0.047076,0.05,0.503719,0.01,0.003467,0.15,0.422915,0.04,0.414912,0
0.829787,1,0.047076,0.04,0.475156,0.14,0.003467,0.08,0.422915,0.12,0.414912,0
0.851064,17,0.047076,0.1,0.463701,0.11,0.003467,0.03,0.422915,0.05,0.414912,0
0.87234,32,0.047076,0.13,0.438114,0.07,0.003467,0.08,0.422915,0.15,0.414912,0
0.893617,43,0.047076,0.09,0.407319,0.14,0.003467,0.1,0.422915,0.09,0.414912,0
0.914894,44,0.046866,0.11,0.367896,0.14,0.003467,0.01,0.422915,0.01,0.414912,0
0.93617,39,0.049508,0.03,0.425469,0.08,0.003467,0.15,0.422915,0.13,0.414912,0
0.957447,50,0.049508,0.14,0.452841,0.03,0.003467,0.06,0.422915,0.08,0.414912,0
0.978723,6,0.047076,0.03,0.472776,0.08,0.003467,0.02,0.422915,0.15,0.414912,0
1,45,0.047076,0.13,0.464743,0.15,0.003467,0.12,0.422915,0.11,0.414912,0
0,47,0.047076,0.12,0.452098,0.03,0.003467,0.03,0.422915,0.15,0.414912,0
0.021277,20,0.047076,0.1,0.426361,0.08,0.003467,0.11,0.422915,0.13,0.414912,0
0.042553,47,0.046866,0,0.396459,0.11,0.003467,0.13,0.422915,0.15,0.414912,0
0.06383,39,0.043293,0.07,0.32892,0.05,0.003467,0.14,0.422915,0.1,0.414912,0
0.085106,34,0.043293,0.09,0.265397,0.12,0.003467,0.01,0.422915,0,0.414912,0
0.106383,2,0.043293,0.05,0.224636,0.05,0.003467,0.1,0.422915,0.02,0.414912,0
0.12766,40,0.043293,0.09,0.184766,0.04,0.003467,0.09,0.422915,0.07,0.414912,0
0.148936,27,0.043293,0.04,0.155757,0.13,0.003467,0.02,0.422915,0.01,0.414912,0
0.170213,25,0.059625,0.04,0.13612,0.07,0.003467,0.11,0.422915,0.15,0.414912,1
0.191489,43,0.043263,0.07,0.126004,0.12,0.003467,0.14,0.422915,0.11,0.414912,0
0.212766,39,0.059625,0.13,0.131062,0.09,0.003467,0.05,0.422915,0.08,0.414912,1
0.234043,34,0.060106,0.15,0.143707,0.11,0.003467,0.06,0.422915,0.1,0.414912,1
0.255319,44,0.060106,0.04,0.172865,0,0.003467,0.15,0.422915,0.11,0.414912,1
0.276596,27,0.046385,0.09,0.218685,0.14,0.003467,0.13,0.422915,0.06,0.414912,0
0.297872,38,0.054732,0.14,0.267034,0.03,0.003467,0.15,0.422915,0.04,0.414912,0
0.319149,45,0.051849,0.03,0.339631,0.09,0.003467,0.13,0.422915,0.13,0.414912,0
0.340426,1,0.073226,0.01,0.399286,0.03,0.003467,0.09,0.422915,0.09,0.414912,1
0.361702,47,0.0789,0.01,0.432907,0.02,0.003467,0.1,0.422915,0.1,0.414912,1
0.382979,37,0.078029,0.06,0.464148,0.06,0.003467,0.1,0.422915,0.14,0.414912,1
0.404255,11,0.073736,0.1,0.470544,0.06,0.003467,0.09,0.422915,0.01,0.414912,1
0.425532,26,0.073226,0.06,0.449866,0.08,0.003467,0.04,0.422915,0.14,0.414912,1
0.446809,7,0.073226,0.13,0.424278,0.05,0.003467,0.09,0.422915,0.01,0.414912,1
0.468085,39,0.051849,0.09,0.402112,0.07,0.003467,0.02,0.422915,0.08,0.414912,0
0.489362,37,0.051849,0.12,0.384112,0.15,0.003467,0.1,0.422915,0.15,0.414912,0
0.510638,7,0.051849,0.12,0.365367,0.02,0.003467,0.04,0.422915,0.15,0.414912,0
0.531915,8,0.054732,0.08,0.348408,0.12,0.003467,0,0.422915,0.13,0.414912,0
0.553191,14,0.047496,0.12,0.318953,0.04,0.003467,0.07,0.422915,0.05,0.414912,0
0.574468,7,0.048697,0.02,0.316424,0.08,0.003467,0.08,0.422915,0.04,0.414912,0
0.595745,26,0.054732,0,0.308837,0.03,0.003467,0.01,0.422915,0.05,0.414912,1
0.617021,24,0.047496,0.09,0.297977,0.02,0.003467,0.03,0.422915,0.13,0.414912,0
0.638298,24,0.051849,0.07,0.29515,0.03,0.003467,0.12,0.422915,0.15,0.414912,0
0.659574,6,0.054732,0.03,0.301845,0.09,0.003467,0.15,0.422915,0.14,0.414912,1
0.680851,3,0.068422,0.01,0.308688,0.04,0.003467,0,0.422915,0.09,0.414912,1
0.702128,4,0.068422,0.07,0.332044,0.13,0.003467,0.02,0.422915,0.12,0.414912,1
0.723404,4,0.078029,0.12,0.348706,0.12,0.003467,0.1,0.422915,0.05,0.414912,1
0.744681,46,0.102348,0.14,0.424278,0.1,0.003467,0.1,0.422915,0.04,0.414912,1
0.765957,37,0.102348,0.03,0.515769,0.04,0.003467,0.03,0.422915,0.11,0.414912,1
0.787234,48,0.081092,0.07,0.52886,0,0.003467,0,0.422915,0.02,0.414912,1
0.808511,46,0.0789,0.07,0.500149,0.05,0.003467,0.01,0.422915,0.04,0.414912,1
0.829787,50,0.0789,0,0.458346,0.1,0.003467,0.15,0.422915,0.11,0.414912,1
0.851064,37,0.0789,0.09,0.427403,0.08,0.003467,0.01,0.422915,0.02,0.414912,1
0.87234,41,0.069653,0.1,0.410146,0.01,0.003467,0.02,0.422915,0.14,0.414912,1
0.893617,49,0.054732,0.13,0.382029,0.1,0.003467,0.02,0.422915,0.11,0.414912,0
0.914894,39,0.069713,0.1,0.350342,0.1,0.003467,0.04,0.422915,0.06,0.414912,1
0.93617,36,0.084514,0.05,0.376525,0.1,0.003467,0.09,0.422915,0.09,0.414912,1
0.957447,45,0.073736,0.13,0.382624,0.02,0.003467,0.12,0.422915,0.07,0.414912,1
0.978723,7,0.073226,0.04,0.385004,0.05,0.003467,0.01,0.422915,0.02,0.414912,1
1,18,0.069653,0.08,0.357632,0.11,0.003467,0.05,0.422915,0.09,0.414912,1
0,9,0.069653,0.12,0.336209,0.12,0.003467,0.15,0.422915,0.13,0.414912,1
0.021277,35,0.069653,0.04,0.290241,0.05,0.003467,0.1,0.422915,0.12,0.414912,1
0.042553,3,0.068422,0.05,0.271199,0.12,0.003467,0.02,0.422915,0.06,0.414912,1
0.06383,44,0.046385,0.14,0.217941,0.12,0.003467,0,0.422915,0.05,0.414912,0
0.085106,22,0.054732,0.08,0.172121,0.03,0.003467,0.03,0.422915,0,0.414912,0
0.106383,16,0.054732,0.15,0.139393,0,0.003467,0,0.422915,0.1,0.414912,0
0.12766,8,0.054732,0.05,0.115442,0.01,0.003467,0.14,0.422915,0.02,0.414912,0
0.148936,24,0.05221,0.08,0.096102,0.11,0.003467,0.13,0.422915,0,0.414912,0
0.170213,30,0.059625,0.15,0.085689,0.07,0.003467,0.11,0.422915,0.04,0.414912,0
0.191489,39,0.061337,0,0.087028,0.07,0.003467,0.09,0.422915,0.09,0.414912,0
0.212766,9,0.062267,0.13,0.088069,0,0.003467,0.09,0.422915,0.14,0.414912,0
0.234043,25,0.062267,0.11,0.097888,0.13,0.003467,0.08,0.422915,0.08,0.414912,0
0.255319,3,0.062267,0.05,0.107111,0.08,0.003467,0.07,0.422915,0.13,0.414912,0
0.276596,29,0.062267,0.14,0.143558,0.13,0.003467,0.09,0.422915,0.01,0.414912,0
0.297872,14,0.069713,0.12,0.175394,0.06,0.003467,0.05,0.422915,0.02,0.414912,1
0.319149,42,0.069713,0.04,0.229098,0.04,0.003467,0.08,0.422915,0.06,0.414912,1
0.340426,14,0.073736,0.03,0.281761,0.02,0.003467,0.01,0.422915,0.14,0.414912,1
0.361702,45,0.0789,0.05,0.329217,0.08,0.003467,0.15,0.422915,0,0.414912,1
0.382979,33,0.0789,0.02,0.368045,0.12,0.003467,0.12,0.422915,0.06,0.414912,1
0.404255,35,0.073736,0.09,0.382178,0.05,0.003467,0.09,0.422915,0.12,0.414912,1
0.425532,8,0.073226,0.11,0.367301,0.13,0.003467,0.06,0.422915,0.1,0.414912,1
